sub,state,city,age,sdacown,sdacee,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,sdacee2x,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccus,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,attention,gender,gender_text,race,race_text,edu,edu_text,employ,marital,income,income_text,home,monthlyexp,residence,politics,party,class,n4wheel,n2wheel,time
R_2uCc9Hi6hmbBtvA,45,Thrall,60,6,3,2,7,5,3,5,6,2,4,5,4,3,5,2,6,5,3,3,3,5,5,3,2,2,6,6,4,2,3,4,6,2,3,6,7,1,6,5,5,6,6,2,6,4,2,2,2,2,6,6,7,2,1,5,1,,7,,6,,retire,2,6,,1,1800,3,4,3,3,3,3,1185
R_55S2o4C8rFt7gFb,33,Rochester,41,2,2,2,2,2,2,2,2,6,6,2,6,4,3,2,6,6,6,5,6,5,6,6,5,7,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,5,5,6,6,6,3,3,4,4,4,4,4,3,3,5,1,,7,,8,,self,2,10,,1,90000,1,4,1,2,2,5,569
R_2ZZyPvrMtoaudoK,33,Amsterdam,69,6,4,2,7,2,4,6,5,6,2,3,2,5,1,6,3,6,5,2,5,6,4,2,4,4,5,5,2,4,3,6,6,4,3,4,6,5,6,5,4,2,1,4,6,4,5,2,2,2,7,6,6,0,2,5,1,,7,,4,,retire,2,6,,2,500,3,4,3,4,1,0,1381
R_1CrVskOmQA00u49,45,Amarillo,30,7,5,1,6,2,1,6,5,4,3,3,3,6,2,4,4,3,6,3,5,1,3,3,3,3,3,2,3,3,2,5,2,6,2,3,3,5,4,4,4,4,4,4,4,3,5,1,1,1,7,5,6,2,1,5,1,,7,,4,,private,1,10,,1,95000,2,7,1,3,0,0,2276
R_2B4XmgIKv5GZzHi,45,Dallas,40,5,7,6,7,6,7,6,7,6,7,7,6,7,7,7,6,3,4,7,6,7,5,5,7,5,6,6,5,6,6,7,5,6,5,4,5,6,5,7,5,7,5,5,7,5,3,4,5,5,5,5,2,4,2,5,1,,7,,8,,private,2,12,,1,8000,1,6,1,3,1,0,738
R_3EEwfGac9BkBhPr,33,Brooklyn,65,6,5,2,6,1,2,6,2,2,5,3,3,5,3,5,4,2,5,2,5,3,3,5,4,3,4,3,2,2,4,3,4,3,5,3,6,4,6,6,5,5,1,5,5,3,3,1,2,2,6,2,2,1,5,5,1,,7,,8,,unemploy,2,13,,2,6000,1,6,1,2,1,0,807
R_3GddOnTDOSuTM4j,33,New York,41,2,7,2,7,5,2,7,7,6,2,7,7,7,2,7,7,2,7,7,7,2,2,4,7,4,2,1,1,3,6,7,2,7,4,2,1,6,7,7,7,1,1,1,7,7,6,1,1,1,7,7,7,5,1,5,1,,7,,8,,self,2,13,,1,10000,1,7,1,3,1,2,1668
R_2cnBVCgrgFV6uBC,33,New york,36,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,5,7,5,1,,7,,8,,private,2,9,,1,3000,1,1,2,3,2,2,679
R_1PRvHf1QKHANYSK,45,Magnolia,59,6,5,2,6,6,2,6,5,3,5,6,5,5,3,4,5,3,5,5,5,2,4,5,5,4,4,6,3,3,4,5,6,6,2,6,6,3,4,5,5,4,4,4,4,5,5,2,3,2,6,4,6,3,1,5,1,,7,,2,,private,2,10,,1,2200,3,1,2,4,0,0,1115
R_SV6ILUou3tWxVjX,33,New York,31,5,5,3,5,4,5,5,4,2,6,4,4,3,5,2,2,4,2,2,2,2,6,2,5,4,4,2,5,3,4,3,4,6,4,3,5,5,6,4,6,2,5,4,3,4,3,4,5,5,5,5,2,2,6,5,1,,7,,8,,private,2,12,,1,6000,1,4,1,3,4,2,709
R_2EgIpKuE0Rx7Hb8,45,Dallas,40,6,5,2,5,4,6,5,5,5,5,4,5,5,5,5,5,5,6,5,5,5,4,5,5,4,5,6,6,6,4,6,6,5,6,5,4,5,7,6,5,7,6,5,7,6,6,5,6,6,6,5,6,3,5,5,1,,7,,6,,self,2,12,,1,3000,1,2,1,3,1,0,1187
R_1gMjRPibkWSbxIy,33,New York,35,6,5,3,6,2,2,6,6,5,6,6,5,6,5,6,5,5,5,6,4,5,5,4,4,3,5,6,4,4,5,5,5,4,4,5,5,5,6,4,4,4,4,4,4,7,7,6,7,7,7,7,4,3,3,5,1,,7,,11,,private,2,10,,1,12000,1,2,1,2,2,0,922
R_1jk2SOxZmxpPbZv,45,Arlington ,45,6,3,3,7,6,2,5,5,2,4,6,3,2,2,2,5,4,4,4,3,4,3,2,3,2,4,4,3,2,4,4,5,6,2,5,6,2,7,5,5,1,7,2,7,4,4,3,3,2,5,1,6,2,2,5,1,,7,,8,,private,2,13,,1,8000,2,6,1,2,2,0,913
R_3HCzu3DowIqrjll,45,Bexar,38,7,7,2,7,2,2,2,2,5,6,2,1,5,2,4,5,5,4,2,5,3,2,2,4,3,3,2,2,4,4,4,3,4,3,3,2,2,3,6,5,4,2,4,5,4,7,2,3,3,6,4,4,2,6,5,1,,7,,8,,private,2,13,,1,1500,1,4,2,3,1,0,1147
R_31TzTozXYlSqlbU,45,Austin,40,5,5,3,6,5,1,6,6,4,5,3,2,5,2,4,6,4,5,6,6,4,4,5,6,5,5,4,4,5,6,4,3,5,5,5,4,2,5,6,5,2,5,2,4,5,6,1,7,3,3,7,6,2,3,5,1,,7,,6,,private,2,13,,1,8000,1,5,1,3,1,1,1092
R_3kLBO5UO88ufQWo,33,Massena,31,6,4,4,7,4,4,5,4,6,5,3,5,3,5,5,5,6,4,5,5,4,5,4,5,6,5,6,4,3,4,4,5,2,5,6,5,5,5,4,3,6,3,4,4,6,4,3,2,7,5,5,4,2,3,5,2,,7,,2,,gov,2,8,,2,300,3,7,1,4,1,1,455
R_3MyQjLkZL7OXbsa,45,dallas,31,5,5,2,5,5,2,5,5,5,4,2,2,5,2,5,4,2,4,4,4,4,2,4,4,5,2,3,4,4,5,5,2,4,5,4,2,4,6,6,6,2,6,2,6,6,5,4,5,3,5,4,4,3,5,5,1,,7,,6,,private,2,10,,1,3000,1,4,1,3,1,1,1312
R_3fq6o5qnS5aMNx1,45,Abilene,58,5,2,3,5,4,2,5,4,1,5,2,2,4,2,3,3,3,3,2,4,3,5,3,2,3,3,3,2,4,2,5,5,4,3,3,3,3,6,3,4,4,3,5,3,3,3,3,5,3,5,3,5,1,2,5,1,,7,,7,,unemploy,2,8,,1,1000,1,7,1,3,2,0,566
R_1eQbX0wLf2Wh2wx,45,Carrollton,74,4,4,2,7,1,2,6,6,2,3,3,3,4,2,4,6,5,5,3,5,4,5,3,3,2,6,5,2,2,2,6,3,4,3,5,5,4,6,2,2,1,6,1,7,6,2,1,3,1,7,4,7,1,5,5,1,,7,,4,,unemploy,2,9,,1,3000,2,2,3,2,4,0,587
R_3KOp3ZgdHqE7Dwr,33,Brooklyn,68,6,4,2,6,6,2,6,6,2,2,2,2,3,1,4,5,2,5,2,5,3,2,4,3,2,6,3,2,2,2,3,6,5,3,4,5,2,7,5,4,2,4,2,6,4,5,7,4,2,7,4,5,2,6,5,1,,7,,8,,retire,1,8,,1,550,1,5,3,3,0,0,1816
R_stmYNW3k508CsyR,33,Brooklyn,35,5,6,2,6,4,2,6,6,5,4,2,2,5,2,6,4,4,6,5,6,4,3,5,6,6,3,4,2,2,3,5,5,5,3,4,2,4,6,6,6,2,5,3,6,6,6,3,5,3,6,6,6,2,5,5,1,,7,,7,,private,2,11,,1,10000,1,4,1,2,2,2,5051
R_2ZVPm7epKuGFbO9,33,New york,40,6,7,2,7,2,2,5,6,6,5,2,2,6,2,6,3,2,6,3,6,3,2,3,7,3,6,4,2,3,6,6,3,3,6,2,3,4,6,6,6,3,3,2,6,6,6,3,3,2,7,7,6,3,3,5,1,,7,,6,,self,2,7,,1,5000,1,4,1,2,1,0,768
R_3n5YQBxvzp9fr2z,33,White Plains,33,7,7,1,7,7,1,7,6,6,7,6,6,6,1,6,1,1,7,7,7,3,1,4,7,7,1,1,1,7,7,7,4,7,4,4,6,4,7,7,7,1,7,1,7,1,7,1,7,1,7,7,7,4,7,5,1,,7,,8,,private,2,11,,3,30000,1,4,1,2,1,0,1038
R_245n5T4helGRkUV,33,New York,38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,4,6,6,4,6,6,3,7,1,7,7,6,4,7,5,1,,7,,10,,private,2,10,,1,12000,1,1,1,2,2,0,1474
R_3ELLUiAHgCDBCsl,33,Newyork,56,6,4,1,6,6,6,2,6,7,5,7,7,7,2,7,6,1,4,5,7,4,6,5,7,5,5,2,7,4,3,6,6,1,6,7,4,6,7,7,6,5,6,6,5,6,7,6,7,7,7,6,7,1,6,5,1,,7,,11,,private,2,13,200000,1,40000,1,7,1,1,1,1,544
R_1ojUdCUIXaxADFE,45,texas,31,5,4,3,7,6,3,6,5,5,6,3,4,4,4,3,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,2,2,3,3,4,2,4,3,4,3,5,3,5,5,1,,7,,8,,private,2,9,,1,800,1,4,3,2,1,1,603
R_3hxsYZ2u575NRQa,33,Ogdensburg,34,5,5,1,6,4,2,5,3,3,3,3,3,3,5,6,3,3,4,3,4,4,3,3,3,4,5,4,5,3,4,5,4,4,5,5,3,3,5,6,5,4,4,4,4,4,4,4,4,4,4,4,7,2,6,5,1,,7,,2,,private,2,7,,2,450,2,3,2,5,0,0,576
R_1EbOG40Z4ArAjcR,33,NEW YORK,41,5,5,6,7,6,5,6,6,6,5,6,7,5,5,5,7,6,6,5,6,6,5,6,6,6,7,6,5,7,5,6,4,6,7,6,6,6,5,6,6,6,7,6,7,6,5,6,7,6,6,6,7,3,7,5,1,,7,,8,,private,2,11,,2,10000,2,1,2,2,2,1,409
R_exmp8AZ2WbDGiVr,33,New York ,35,5,6,5,3,2,5,5,3,3,6,5,6,3,6,6,2,1,5,4,2,5,3,3,3,5,4,4,5,3,7,5,4,4,5,5,4,7,3,7,3,2,5,2,3,5,6,6,5,5,6,7,6,2,6,5,1,,7,,8,,private,2,8,,1,10000,1,7,1,2,3,1,816
R_12JyV8rXIz3r4W2,45,dallas,35,6,6,1,7,2,3,6,4,2,6,5,2,4,4,3,3,4,6,5,6,6,4,3,6,6,3,3,3,2,3,6,4,6,3,5,3,3,6,4,5,4,5,3,6,7,7,2,6,2,7,5,3,2,3,5,1,,7,,6,,private,2,10,,2,4000,1,4,2,2,1,2,1794
R_3L6KTg6XRMQFYNF,45,missouri city,40,7,6,1,7,1,1,7,6,4,1,3,4,4,3,2,4,4,4,3,2,1,4,4,7,6,4,5,1,7,4,4,7,4,7,4,3,7,7,5,6,3,1,2,3,1,3,3,3,3,4,3,4,1,4,5,2,,2,,2,,private,2,9,,1,4000,1,1,2,3,2,0,2290
R_e3WvKBIHxGlmufT,45,Richardson,45,3,3,2,3,1,3,3,2,3,4,3,2,3,2,4,1,3,2,4,6,3,3,4,2,3,4,4,3,5,5,5,4,6,2,5,2,4,4,3,2,1,2,2,2,4,1,7,4,7,3,5,6,2,4,5,1,,7,,8,,private,2,11,,1,4000,1,6,1,3,1,0,962
R_2Xjq7qFvislOzN5,33,merrick,68,5,5,3,6,5,2,5,3,3,5,5,3,3,4,3,4,2,4,3,3,3,3,2,3,2,5,2,2,2,4,2,4,3,2,4,4,5,6,5,4,2,4,4,6,5,4,2,4,2,5,4,2,1,1,5,1,,7,,2,,private,2,10,,1,6000,2,2,2,3,2,0,1194
R_1QxsgCokpeVwhoM,33,staten island,70,6,3,2,6,6,2,6,6,3,5,5,3,3,2,3,5,3,3,2,6,5,3,2,3,2,6,6,2,2,2,5,5,6,1,5,5,1,4,4,3,4,6,2,6,4,5,2,6,2,6,5,5,1,3,5,1,,7,,6,,retire,2,9,,1,300,2,4,2,3,1,0,1548
R_ufsTcvD5CjfgdK9,33,Bronx,39,5,7,2,7,5,3,6,7,6,7,3,3,7,2,6,2,5,7,2,6,2,2,6,6,6,2,2,2,6,5,6,3,5,4,2,2,2,6,6,6,2,2,2,6,6,7,2,3,2,7,7,7,4,2,5,1,,7,,8,,private,2,12,,1,3000,1,6,1,2,1,2,1389
R_1nMVEIQf3CM5bNr,33,New York,36,5,5,3,6,2,2,6,5,3,6,5,5,6,3,2,6,5,4,3,2,5,3,3,3,5,3,6,2,2,2,4,6,6,2,6,3,3,5,5,5,3,2,2,3,2,6,5,2,3,3,2,3,2,2,5,1,,7,,6,,private,2,11,,1,5000,2,6,1,2,1,2,1787
R_phn9lbwiHErm1Md,33,new york,33,6,6,3,6,4,2,4,3,4,7,2,6,7,6,6,6,5,5,2,3,4,2,6,7,5,6,2,2,7,5,6,4,6,6,2,5,2,6,5,6,2,5,3,6,7,5,1,5,4,5,7,6,1,3,5,1,,7,,11,,gov,2,12,,1,6000,2,5,1,3,1,0,853
R_1f3Yuyi15VslH9J,45,garland,35,7,4,1,7,2,3,7,7,2,2,2,2,4,2,5,3,3,6,4,6,2,4,3,4,2,3,4,2,4,4,5,6,6,1,5,6,6,7,4,5,1,4,1,7,4,4,1,5,1,7,4,7,1,2,5,1,,3,,4,,private,3,9,,1,2000,1,4,1,4,2,0,781
R_1kSR4jBLVwkQRB9,45,Fort Worth,69,6,4,3,6,1,2,6,6,3,6,6,4,2,3,2,6,5,4,2,5,3,4,1,3,3,6,6,1,1,2,6,4,5,2,6,6,1,6,5,4,2,4,2,4,4,3,3,2,2,6,4,5,2,1,5,1,,7,,6,,private,2,12,,1,400,2,3,2,3,2,0,880
R_1dDZamrgCacneWY,33,BROOKLYN,38,6,6,2,6,6,2,6,6,6,6,2,2,6,2,6,2,2,5,3,6,6,2,5,6,2,3,3,6,4,6,6,2,4,4,3,2,2,7,7,7,2,7,1,7,1,7,1,7,1,7,7,7,5,3,5,1,,7,,11,,self,2,11,,1,5000,1,7,1,4,2,2,861
R_3RqpNzYH87fkxa0,33,New hartford,34,5,2,2,7,1,2,3,6,1,1,3,3,2,2,2,5,2,4,3,3,1,6,2,3,2,5,6,1,2,4,4,2,6,5,2,5,1,6,2,1,1,1,1,4,4,1,3,1,2,5,4,3,1,2,5,1,,7,,2,,unemploy,1,3,,1,350,2,3,2,4,1,0,1014
R_VL8jsa4vanQ1prH,45,mansfield,31,6,7,2,7,2,2,7,4,4,4,4,4,5,4,4,5,5,5,4,4,5,4,2,2,3,3,6,2,2,3,4,5,4,6,5,3,4,6,6,6,3,2,2,6,2,6,2,2,2,6,2,6,5,6,5,1,,7,,4,,gov,2,9,,1,2000,1,4,3,4,2,0,2662
R_3Get0pfkHgf9xdx,45,Austin,43,6,6,4,6,6,2,6,6,4,4,6,6,6,6,6,4,2,4,4,2,2,2,4,6,6,4,2,6,6,4,6,4,5,4,4,4,6,5,6,4,6,5,5,3,6,5,6,5,6,6,6,6,1,6,5,1,,7,,8,,gov,2,13,,1,5000,1,3,1,2,1,0,605
R_3matqgU2UAiIw7A,33,New York City,63,5,3,4,6,5,3,5,2,3,4,4,4,3,3,5,6,4,3,2,3,5,4,2,3,3,6,4,3,2,3,4,5,5,2,5,6,4,6,3,3,4,4,3,5,3,5,4,4,3,5,3,6,3,6,5,1,,7,,6,,self,2,9,,1,5000,1,7,1,3,1,0,1381
R_2aQUQKBZULGkcVW,33,new york,71,6,6,5,6,2,2,5,4,4,3,4,6,5,4,4,4,4,6,3,4,2,4,4,2,4,4,4,2,2,4,4,3,5,3,5,3,4,7,3,4,5,6,1,5,4,4,4,4,4,5,4,4,1,6,5,1,,7,,7,,self,1,10,,2,500,1,6,1,3,0,0,664
R_1mlY3AAwjQ09O0w,45,Dallsd,26,5,7,3,6,2,2,2,2,3,3,4,3,3,2,3,6,6,3,3,5,3,6,3,1,3,5,3,5,5,4,5,3,6,4,6,5,6,6,4,6,1,6,7,5,1,4,4,4,4,4,5,5,0,4,5,2,,4,,1,,unemploy,1,2,,2,1500,1,4,3,5,1,0,999
R_1Qs9bQUVGvZqXCR,45,Houston,39,6,6,1,7,6,2,7,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,5,4,4,3,7,5,4,4,4,4,5,4,7,1,4,1,4,4,4,4,4,3,7,3,7,5,4,3,5,5,1,,7,,6,,private,2,10,,1,4000,1,2,1,3,0,0,1162
R_10BDJaSeT0BvZbX,33,bronx,40,7,5,2,6,1,2,6,5,4,2,2,2,5,1,2,5,3,3,2,4,5,4,4,3,6,2,2,3,2,5,5,5,6,5,5,2,3,6,7,5,2,2,2,6,5,6,1,5,2,6,7,3,2,6,5,1,,7,,8,,other,2,7,,1,35000,2,6,1,3,1,1,1989
R_1KyfWHkKF49kXde,45,MURPHY,62,4,4,5,5,5,4,6,5,3,5,5,5,3,2,4,6,2,5,3,4,4,3,3,4,2,3,5,3,1,3,4,2,6,2,5,6,2,3,5,4,2,4,4,6,2,4,2,1,2,7,2,4,2,5,5,1,,2,,7,,private,2,11,,1,3000,2,5,1,2,2,0,1132
R_vf3CXXhgmROlAzf,33,Forest Hills ,69,6,6,2,7,2,2,7,2,6,2,3,7,5,2,6,3,2,6,2,6,3,1,3,5,5,3,3,2,3,3,6,6,5,5,3,2,6,6,6,6,2,1,3,6,2,6,2,2,2,6,4,6,3,7,5,1,,7,,8,,retire,2,6,,2,500,1,6,1,3,0,0,1330
R_3qWHHfeG35IkmPM,45,Brookeland,34,6,2,2,3,2,2,5,6,3,7,2,1,6,1,6,2,2,6,2,6,1,4,2,5,5,2,2,1,1,6,5,2,5,7,2,3,2,4,5,2,5,4,5,3,6,5,3,2,2,5,6,3,1,5,5,1,,7,,6,,gov,2,10,,1,2500,1,2,3,4,1,0,859
R_Zq613TWW7jFGu1r,33,Pprt Gibson,59,5,4,2,3,3,2,5,6,3,6,6,6,2,6,2,6,6,1,1,1,6,4,1,2,1,1,3,2,1,2,1,2,5,5,6,5,2,6,4,4,3,5,4,5,5,5,3,4,4,6,4,6,1,1,5,1,,7,,2,,private,2,6,,1,150,3,1,2,4,2,1,714
R_rd5wnoDd0TuC2pb,33,bay shore,72,6,5,2,7,2,1,6,6,4,2,6,5,2,6,3,6,4,2,1,2,7,2,2,2,2,7,4,1,1,2,4,7,5,4,7,5,2,6,5,5,2,4,4,4,5,4,2,1,2,5,6,4,0,1,5,1,,7,,6,,gov,2,10,,1,4100,2,1,3,3,1,0,1158
R_RqLJufCls4hYwA9,45,Waxahachie,40,6,6,3,5,5,2,6,6,5,6,2,5,6,2,6,2,5,6,5,6,2,2,5,4,6,6,3,2,3,4,6,4,6,2,4,4,2,5,4,4,3,5,2,5,5,7,2,2,3,6,6,3,4,6,5,1,,7,,8,,self,2,11,,3,1600,1,6,1,3,1,0,1250
R_O3VlUqClMfUPbbj,45,Houston,44,5,3,2,7,4,4,6,2,2,2,3,5,3,6,2,6,6,2,5,2,6,5,5,2,2,3,6,2,2,2,2,6,6,2,6,6,1,4,2,4,1,4,5,4,4,3,3,4,1,7,2,7,1,2,5,2,,2,,8,,private,2,11,,2,1500,1,7,1,2,2,0,893
R_1CIS19Nz4xqNYUG,33,Syracuse,58,7,3,1,6,2,2,7,1,2,5,2,2,6,2,6,6,2,5,6,5,3,4,6,5,5,5,5,2,5,3,6,7,6,2,6,6,3,4,2,4,4,4,4,4,6,1,7,1,1,1,7,1,0,1,5,1,,7,,6,,unemploy,2,8,,3,1500,1,1,2,4,2,0,1163
R_1EdlvnEovxwNAyd,33,Brooklyn,31,6,6,6,6,5,4,5,4,4,5,4,4,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,4,5,5,5,4,5,4,4,4,6,7,6,2,6,1,6,7,6,2,7,2,6,6,3,3,5,5,1,,7,,8,,gov,2,10,,1,76000,1,4,1,4,1,0,1610
R_3MSUj1t7vt14YRn,45,Cleburne,39,4,3,3,7,3,2,6,6,3,4,2,2,3,4,2,6,2,4,2,3,2,5,3,5,3,4,3,5,2,2,5,5,4,3,2,4,3,6,5,5,3,3,2,6,5,5,5,5,3,5,3,2,1,1,5,1,,"1,7",,2,,private,1,6,,2,1500,2,4,3,4,1,0,1036
R_3RlTmjsMOXkl5Zk,45,HOUSTON,43,7,5,2,7,6,3,6,3,5,5,2,6,3,4,5,4,5,6,6,5,6,3,5,6,4,4,6,4,4,4,2,4,2,3,5,2,3,6,4,6,4,6,3,4,3,5,2,4,2,6,3,1,2,2,5,1,,7,,6,,private,2,12,,1,90000,1,4,3,3,2,0,892
R_3CW6QHglHlc6zRk,33,Ny,27,5,4,3,5,5,3,6,2,3,4,2,4,5,2,4,6,5,6,2,5,6,3,6,6,4,4,5,5,5,5,4,2,4,4,5,4,6,5,4,5,3,2,5,5,5,5,3,6,3,4,5,4,1,6,5,1,,7,,6,,private,1,4,,2,25000,1,4,3,3,1,1,1618
R_1oeazAHuTSCqqjt,45,Cibolo,58,7,5,1,6,2,2,6,4,4,3,3,2,6,3,5,5,3,6,5,5,1,2,5,3,3,3,6,3,1,2,5,5,6,4,6,5,1,6,4,4,2,2,2,6,4,5,1,1,1,6,2,6,2,2,5,1,,7,,8,,private,2,11,,1,2650,2,3,2,3,2,0,1848
R_1pArEN9niZdHvy6,45,lufkin,82,6,2,2,6,2,1,2,7,2,3,2,3,2,2,2,7,7,1,1,5,1,2,1,1,1,7,7,1,1,1,7,7,7,6,7,5,6,6,6,5,3,4,3,5,6,6,5,3,2,5,5,3,0,2,5,1,,7,,2,,retire,5,6,,3,1200,2,1,2,3,0,1,1419
R_211BYZQwmAiKeR1,33,New York,41,6,6,2,7,6,2,6,6,6,2,2,2,6,2,3,6,2,6,6,6,2,2,2,4,5,6,3,1,2,2,6,4,5,6,4,5,5,6,5,4,2,2,4,4,4,6,2,5,2,6,6,6,3,5,5,1,,7,,10,,self,2,13,,1,100000,1,4,2,2,1,0,976
R_3JauKZJj4FB8tQ1,33,Staten Island,22,5,4,2,7,1,2,7,4,6,6,4,4,6,2,5,4,6,4,7,6,7,4,4,2,6,4,2,4,6,6,7,2,7,4,7,4,1,7,6,6,2,6,1,7,2,4,2,4,2,7,6,6,3,3,5,2,,2,,4,,student,1,1,,2,500,1,4,3,4,0,0,1329
R_2SGYWx89CaWT2jP,45,Houston,23,7,3,2,7,2,3,7,2,5,3,2,1,3,4,4,5,4,7,4,2,3,3,6,6,3,4,2,6,3,5,6,6,2,4,6,6,3,7,3,6,2,7,6,2,4,5,6,1,3,3,2,5,2,1,5,1,,4,,2,,self,1,12,,1,3000,2,4,1,1,2,0,635
R_1OqPE3CjHglDlyW,45,Amarillo ,69,5,3,1,7,7,2,7,3,4,2,3,2,3,2,3,5,4,6,2,6,3,2,4,2,2,3,5,2,4,3,6,6,2,5,3,6,2,6,5,2,4,5,4,6,4,6,3,4,2,5,3,4,2,2,5,1,,7,,4,,retire,2,6,,2,1200,1,5,1,4,0,1,1040
R_BDEDV1I2GJZjNrb,33,Staten Island,33,3,4,2,2,2,2,6,4,2,3,4,3,2,4,2,4,2,3,3,2,2,3,2,2,2,2,4,3,1,2,5,5,4,2,5,3,1,4,2,3,1,2,4,7,3,5,3,2,4,5,2,2,3,6,5,1,,7,,6,,unemploy,3,10,,1,3000,2,7,3,3,2,0,1392
R_8ibYdX1U7Wjnfhv,33,new york,41,7,6,1,6,6,2,7,6,6,4,3,4,6,3,6,5,5,6,5,7,5,4,4,3,6,5,4,4,4,4,6,6,6,5,6,5,6,5,6,5,4,5,3,6,5,5,4,5,4,4,4,5,3,3,5,1,,7,,8,,private,2,10,,1,5000,1,2,1,2,2,1,1103
R_bpgG0Wz0WbjJPfr,45,texas,40,5,3,2,2,4,2,4,2,3,2,2,3,3,3,3,3,3,3,4,4,2,3,2,4,4,5,3,3,3,3,2,3,3,2,2,3,4,2,3,2,3,3,6,3,3,5,4,6,7,5,5,5,1,6,5,1,,7,,8,,self,2,12,,1,2000,1,4,1,2,2,1,780
R_3ssGMeEi0aHy4yA,45,Arlington ,73,5,5,3,5,1,3,5,7,1,1,2,4,2,6,3,6,4,5,1,1,6,2,2,2,2,6,6,1,1,2,5,7,6,2,7,3,2,6,6,5,2,4,4,5,4,1,3,1,2,1,4,5,1,1,5,1,,7,,8,,retire,2,11,,1,1600,2,4,3,3,0,2,6925
R_BJM0DBKNlAtHH4l,33,New York,39,5,3,4,4,5,4,4,4,4,4,4,3,4,3,4,2,4,3,5,3,4,3,6,4,6,4,3,5,3,4,4,5,3,4,3,5,3,5,4,4,4,5,4,4,5,5,5,5,5,4,5,5,4,5,5,1,,7,,8,,private,2,9,,1,5000,1,2,1,3,1,1,2552
R_2ONqyUzhoJ3wydy,33,Rochester,46,7,7,2,7,7,2,6,2,5,2,7,6,3,4,7,5,2,5,5,4,6,6,4,6,5,5,7,6,4,5,7,5,4,6,6,5,6,7,6,6,5,4,6,7,5,6,1,7,2,7,7,6,3,6,5,1,,7,,6,,private,2,13,,3,1000,1,2,2,4,1,1,813
R_12mddKWeGW9FitY,33,New York ,41,7,6,1,7,1,2,6,1,2,5,4,3,3,3,4,2,2,6,2,4,2,2,5,3,6,4,4,2,4,5,6,4,6,6,6,6,6,7,2,1,1,6,5,1,4,2,3,1,2,3,3,3,1,3,5,1,,7,,6,,private,2,13,,1,6000,1,4,2,2,1,0,919
R_1DYkSkzhmCnuQGc,45,Mesquite ,68,6,7,2,7,1,2,6,7,3,3,5,4,3,3,4,5,3,3,2,4,3,4,3,3,4,4,5,4,3,3,3,4,5,2,4,5,2,6,5,4,4,4,2,6,4,5,2,1,3,6,5,6,1,1,5,1,,7,,2,,retire,2,7,,1,2500,2,4,3,4,1,0,1033
R_2EBtCLuHymbLXd4,33,Avon,35,5,4,2,7,7,2,5,5,4,5,5,4,4,3,4,5,4,3,2,4,4,5,4,5,2,5,3,4,4,4,5,5,7,1,3,4,6,4,5,5,4,4,4,4,4,3,5,5,1,7,3,7,2,1,5,1,,7,,6,,private,1,6,,3,2000,3,4,3,4,1,0,750
R_2QDwd9eqQjfgjeV,33,newyork,40,6,6,3,6,5,2,6,6,5,6,4,5,6,4,4,5,4,6,6,5,5,3,5,6,6,5,6,4,5,5,5,6,5,5,6,4,5,6,3,2,5,6,5,6,3,6,3,6,5,7,2,6,3,6,5,1,,7,,6,,private,2,12,,1,3500,1,2,1,3,1,0,700
R_3PAod0LTXf2V2Zg,33,New York city ,40,5,4,1,6,4,3,7,6,4,5,6,5,5,1,4,4,2,5,3,4,4,4,2,4,5,4,4,4,4,4,4,6,6,2,3,4,4,5,5,5,5,5,5,5,5,5,3,5,4,6,5,2,1,6,5,1,,7,,11,,self,2,12,,1,2599,2,6,2,2,3,1,1256
R_1ON5qhByQCk4XdQ,33,New york,40,6,6,1,6,6,6,7,2,2,1,6,1,5,2,1,1,1,7,1,1,1,1,2,1,1,1,1,1,1,1,2,2,6,1,6,6,1,6,6,7,1,6,3,7,6,6,2,6,3,7,6,3,4,2,5,1,,7,,8,,private,2,13,,1,7000,1,2,1,1,1,0,1727
R_oZVsFtDl01DCXRf,45,Galveston,43,7,7,6,5,6,6,6,7,7,6,6,7,7,7,6,6,6,7,6,7,7,7,7,7,7,7,6,6,6,6,6,4,3,7,7,6,7,5,2,6,5,7,3,5,3,7,7,6,7,7,7,7,4,7,5,1,,7,,8,,private,2,10,,1,99000,1,1,1,3,1,1,524
