time,sub,lang,state,city,sdacown,sdacee,sdacee2x,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccind,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,siweststd,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,age,gender,edu,employ,marital,caste,income,incometext,home,monthlyexp,n4wheel,n2wheel
1429,R_1IGgJZgrDzq1jSx,HI,14,Jalgoan,5,5,2,1,7,6,2,5,5,6,7,1,7,1,2,6,1,6,1,2,2,2,5,7,7,2,1,2,6,7,6,2,3,6,2,3,5,4,3,2,2,4,1,4,2,4,4,2,6,4,5,7,4,2,4,19,1,5,student,1,obc,1,,1,30000,0,2
578,R_2712EEajT1vbmi1,EN,14,Pune,4,4,2,4,6,6,3,5,4,4,6,5,5,2,4,4,5,6,5,5,5,4,4,5,2,6,5,6,6,5,6,3,5,4,5,3,3,4,4,6,4,4,4,5,4,2,4,7,3,6,4,4,4,0,5,37,2,7,housewife,2,general,3,,1,10000,1,2
1705,R_0xPJiewnQOdcINP,HI,14,Mumbai,6,4,4,3,6,6,2,5,6,3,6,1,7,2,6,5,2,6,1,5,2,2,3,5,5,3,2,3,2,6,6,2,4,5,3,2,4,2,5,3,1,2,5,2,5,2,4,7,7,1,7,6,3,2,6,46,1,7,private,2,general,5,,1,24000,1,1
1480,R_3M5MsDeRYIrD4Oj,HI,14,pune,3,1,2,2,7,3,5,2,2,2,2,2,2,5,4,3,2,3,2,2,2,3,2,3,3,2,2,3,7,4,2,6,7,6,2,3,3,4,1,1,5,2,5,3,2,4,5,6,2,6,5,3,2,2,5,27,1,8,self,1,sc,6,,1,25000,3,2
1064,R_s7QGzNufc9edI7T,EN,14,NAGPUR,3,4,2,3,6,6,5,3,3,4,3,2,4,5,3,5,4,7,3,4,3,5,3,3,2,5,6,2,5,2,3,3,5,3,3,7,5,2,3,3,3,4,4,4,3,3,5,4,2,6,5,5,5,1,6,43,1,7,self,2,obc,6,,1,10000,1,2
914,R_2Vz414U9NyHnyXz,EN,32,New Delhi ,6,3,5,2,7,7,2,7,4,6,5,2,4,2,3,4,3,6,1,5,5,3,4,2,2,5,2,5,1,3,5,4,7,7,2,4,1,5,7,3,3,2,6,2,6,2,5,4,7,4,6,3,3,2,2,22,2,6,student,1,noans,5,,1,40000,1,1
638,R_8H2eBh1Q7J4EvbH,EN,32,Shahdara,7,4,2,2,6,2,2,7,4,6,6,1,6,1,5,6,1,6,2,6,1,2,6,4,5,4,1,6,7,7,6,6,6,2,6,6,1,7,6,3,3,2,2,5,7,1,5,5,3,5,6,6,5,1,6,34,2,8,private,2,general,3,,1,35000,2,1
651,R_3koFxXQNrIQZgfg,HI,32,New Delhi,3,2,4,2,6,7,2,6,1,5,5,4,7,2,7,5,1,7,6,6,2,2,5,6,6,1,6,6,1,2,7,6,6,6,2,4,5,6,6,6,6,2,7,4,5,5,7,2,5,3,5,1,1,3,7,30,2,8,private,2,obc,5,,2,20000,0,1
1189,R_3EEko1EZ5wirimY,EN,14,Bhandara ,3,2,2,4,3,3,4,3,5,6,2,5,2,6,2,6,6,7,5,4,4,2,3,2,3,2,5,6,2,2,2,6,2,5,2,3,6,5,3,6,2,5,5,2,5,3,7,2,4,2,6,3,5,2,4,65,1,8,retire,2,general,6,,1,35000,1,1
550,R_233kzIu51fXQRAX,EN,32,Delhi,7,6,6,3,6,7,2,7,2,2,7,2,7,1,2,7,1,6,6,7,2,1,2,6,2,2,2,2,7,6,7,2,6,7,1,6,2,2,7,7,7,2,6,2,7,6,6,2,6,1,6,1,7,3,6,39,2,8,self,2,general,6,,1,10000,1,2
534,R_1pApg29gxhuJLN1,EN,32,Delhi,6,7,6,6,6,7,6,6,7,4,6,6,5,5,6,6,6,6,5,6,7,5,6,6,7,7,6,6,5,5,6,6,6,7,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,7,7,6,5,2,5,39,2,8,self,2,general,6,,1,800000,1,2
749,R_AgH9ABWvYWE2ylz,EN,14,Mumbai,6,7,7,1,7,1,1,7,2,6,5,6,6,1,2,1,1,7,1,7,1,1,1,7,7,1,1,1,7,6,7,1,1,1,7,1,2,7,7,7,7,1,1,1,5,1,7,1,1,1,2,2,6,5,2,26,1,8,private,1,general,7,,1,500000,2,2
558,R_PvrQkVIYLFdel0t,EN,32,Delhi,5,4,6,2,4,4,7,4,2,4,4,5,4,3,3,3,6,5,6,5,4,3,4,3,3,4,1,4,2,4,4,2,2,3,4,3,2,7,4,4,3,5,4,3,5,4,5,7,5,4,3,5,6,3,5,29,2,8,private,1,general,5,,1,50000,1,1
1084,R_2bKpUioWz4oByH4,EN,14,Mumbai,4,6,6,3,6,7,3,7,5,5,5,4,7,2,5,4,5,7,5,7,4,5,5,7,6,2,4,3,3,3,6,5,7,7,1,4,5,4,7,6,5,3,7,3,7,3,7,5,7,6,6,4,5,1,6,29,2,7,private,2,general,5,,1,27000,1,1
1504,R_2Wxsu1G8PxjVZGQ,HI,32,Delhi,3,2,2,5,5,5,3,5,4,4,6,2,5,2,3,5,5,7,2,5,2,2,6,4,3,2,3,6,1,4,2,6,7,6,3,3,4,7,5,6,5,2,6,2,5,3,5,2,5,2,6,5,2,2,5,53,1,6,self,2,general,5,,1,35000,1,0
619,R_spyhMV2yaI7YRFv,HI,14,Mumbai,7,4,4,5,5,6,4,1,6,5,3,4,4,2,2,5,5,5,4,4,4,3,7,4,6,4,4,4,5,3,6,5,5,2,3,2,6,2,3,4,5,4,5,3,4,2,6,6,3,4,5,4,5,1,5,18,1,4,student,1,general,7,No erning,2,4000,0,0
1824,R_9mm8oYNEj83ksff,HI,14,Pune,5,6,6,2,7,7,4,6,6,6,6,3,5,2,3,6,3,6,6,1,2,2,6,6,7,2,2,2,2,6,5,2,6,7,2,2,2,7,6,2,2,1,1,2,1,6,3,6,5,5,6,3,1,1,7,42,1,7,self,2,general,6,,1,8000,1,1
710,R_4VptFrKiBjZwcvf,EN,14,Mumbai,3,4,2,3,5,7,3,4,3,6,3,3,7,2,5,3,5,7,4,6,6,5,5,3,3,5,4,4,3,4,5,6,5,4,4,5,3,3,6,5,3,5,6,3,5,3,5,6,3,6,2,1,2,1,6,21,1,6,student,1,general,6,,2,30000,1,1
1134,R_3qWEGLy9eERoBXU,EN,32,delhi,2,4,2,3,6,7,4,2,4,5,6,7,7,6,7,5,7,7,7,6,4,6,6,7,7,7,2,4,7,7,7,6,7,6,6,5,6,5,5,7,7,7,6,5,6,2,6,2,6,3,6,2,4,0,5,37,1,4,self,2,general,6,,1,30000,1,2
673,R_6uig5GtN2Sn4Ltv,EN,14,Mumbai,7,7,7,2,7,1,1,7,7,6,7,6,7,2,7,2,2,7,2,7,6,2,2,7,7,2,2,6,7,7,7,2,7,7,6,2,2,7,2,5,5,1,3,2,5,6,7,2,5,1,7,6,2,0,7,35,2,9,private,2,general,3,,1,12000,1,1
1347,R_BLfTjyuo8zYIg93,EN,14,pune,4,6,5,2,7,7,2,5,5,4,6,3,5,2,3,6,2,5,2,5,3,4,3,4,4,5,3,2,5,3,5,2,7,6,2,6,2,2,7,5,5,2,2,2,7,3,5,2,7,3,7,6,5,2,7,31,1,8,private,1,obc,5,,1,30000,1,2
2271,R_3IPOzrPTX3FpnSj,HI,32,delhi,2,2,1,6,7,4,6,4,6,7,7,2,6,1,2,4,7,7,1,6,1,6,6,6,7,3,5,5,7,3,5,6,1,1,1,6,7,6,4,1,1,6,6,5,5,1,1,5,6,2,6,2,1,2,6,33,1,7,private,2,sc,5,,1,10000,0,1
906,R_10C4rMppduB7qSi,EN,32,South East Delhi,6,2,3,5,2,4,2,4,2,7,7,4,6,2,7,4,2,7,2,4,4,4,4,7,4,6,2,2,3,7,7,4,4,6,4,4,2,7,5,3,3,5,5,6,5,5,5,5,6,6,6,5,3,2,6,25,1,7,private,1,general,2,,1,15000,1,2
2701,R_21G4g8e6bt9pmfE,HI,14,Chopda,6,6,4,2,7,7,2,6,2,2,4,2,5,2,5,2,2,4,2,2,2,2,4,6,5,2,1,2,4,3,6,2,5,4,2,4,4,2,6,6,5,2,6,2,6,5,5,4,7,4,7,7,5,3,4,23,1,8,gov,2,obc,4,,1,40000,1,1
1080,R_UlQjQU4L9tdZrFf,EN,14,Ahmednagar ,4,3,3,3,5,2,4,2,2,4,2,3,2,3,2,2,2,3,2,3,5,4,3,3,2,2,2,2,2,2,3,2,6,5,3,4,2,5,5,3,5,5,3,5,6,2,3,7,7,3,5,2,2,2,5,20,1,9,self,1,general,6,,1,20000,1,2
652,R_24ItpcXn2MmKLLJ,EN,32,New Delhi,6,7,6,1,6,6,1,7,6,6,6,7,6,6,7,4,2,7,7,7,1,2,7,6,7,1,1,6,3,7,7,4,6,7,5,3,2,6,7,7,7,6,6,1,7,6,7,1,6,1,7,4,2,3,6,39,1,9,private,2,general,6,,1,25000,1,1
718,R_3G2jmpoMyOOb9Ad,EN,14,Nasik,5,3,2,4,4,1,2,4,6,1,3,4,3,3,3,4,1,2,3,3,4,5,5,2,4,5,5,5,3,3,3,4,2,3,4,4,4,3,2,3,4,6,3,4,6,5,6,2,4,5,4,5,3,2,3,20,2,5,student,1,obc,1,,2,25000,0,2
920,R_2WPAnMYlaSniRKQ,EN,32,Rohini,7,7,6,1,7,5,2,6,3,7,7,7,5,1,7,1,1,7,4,5,7,1,7,4,7,2,2,2,7,7,4,1,6,7,1,2,2,4,7,7,6,1,7,1,7,5,6,2,7,2,7,3,6,3,7,32,1,8,self,1,general,6,,1,30000,1,1
901,R_2rO7kWcBIhwzAfZ,EN,14,Mumbai,4,4,3,3,6,5,2,2,5,6,2,3,6,3,5,5,5,3,5,7,3,2,1,4,2,5,5,5,6,6,3,3,2,6,6,2,1,6,6,3,1,3,5,3,2,2,3,4,3,6,5,6,5,3,3,25,1,5,private,1,general,5,,1,30000,1,1
830,R_1N7ZGT4GAl4PQqv,HI,14,Mumbai,6,7,4,4,7,6,2,6,4,5,5,4,6,5,4,5,5,4,4,3,4,4,2,2,5,3,6,4,5,5,6,4,4,4,5,4,3,3,6,3,5,4,2,4,3,4,3,5,4,3,4,5,5,4,4,44,1,4,private,2,general,2,,2,20000,0,0
1141,R_31GDNGnV6GrhBL2,EN,14,Mumbai,6,2,2,4,5,6,5,5,3,6,7,4,7,5,6,2,5,5,4,7,7,3,5,7,6,6,1,2,6,6,4,6,7,7,5,3,4,7,7,5,5,3,6,4,5,3,4,5,5,4,5,1,3,1,2,18,1,4,student,1,general,7,250000,1,15000,0,1
1005,R_1f0Xo3M0N1aT5Ck,EN,14,Mumbai,6,2,2,2,7,3,3,4,2,4,5,3,5,2,2,5,2,6,2,3,1,2,2,1,7,2,1,2,2,2,5,2,7,7,7,5,1,2,7,5,3,4,6,4,6,2,5,2,6,2,6,5,2,1,5,19,2,6,student,1,general,5,,1,10000,1,2
519,R_3fkJ6JgdVUUVi1A,EN,32,Delhi,7,6,6,1,7,7,1,7,1,1,7,7,7,1,7,6,1,6,7,1,6,1,7,7,7,1,1,2,6,7,7,1,7,7,1,7,1,1,7,6,7,2,7,1,7,1,7,1,6,1,7,1,6,2,6,39,2,8,self,2,general,5,,1,10000,1,2
2136,R_rkmtoHrSqoZUZAR,EN,32,New Delhi,3,2,1,2,5,7,2,6,6,2,2,3,2,6,3,6,7,7,6,2,2,5,6,1,1,6,2,2,2,1,1,5,7,7,2,6,4,4,6,4,5,5,6,4,4,2,5,3,6,3,6,2,2,2,7,33,1,8,private,2,general,5,,1,18000,0,1
559,R_1FPVi0HaJ9pDnnM,EN,14,mumbai,6,6,5,2,6,6,3,4,2,3,2,3,5,4,4,2,2,5,4,5,4,4,5,3,4,5,4,4,2,4,4,5,4,6,6,4,3,3,5,5,6,5,6,3,6,2,6,6,6,5,4,1,3,0,6,21,2,7,student,1,general,3,,1,20000,0,1
859,R_z6mlf3HVo2PETXr,EN,32,Delhi ,7,7,7,2,7,7,1,7,7,1,7,7,7,1,7,7,1,7,7,7,1,1,7,7,7,6,1,1,7,7,7,1,7,7,7,7,1,1,7,7,7,1,1,1,7,7,7,1,7,1,7,7,7,4,7,25,2,8,private,2,general,6,,1,15000,2,3
1021,R_O9guFjxv4Vbqmsh,HI,14,Mumbai,6,6,6,2,6,6,2,6,6,5,6,2,6,6,5,2,5,6,2,5,6,6,6,6,6,6,2,4,4,6,6,5,6,5,7,6,5,6,6,6,7,3,6,3,6,6,7,1,6,2,7,7,6,4,5,37,1,3,self,2,st,2,,1,30000,0,1
764,R_1otjEpbjimNrqUC,EN,32,Delhi,7,7,7,1,7,1,6,7,1,7,6,7,7,2,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,2,7,7,7,7,7,2,2,7,2,7,1,7,1,6,1,2,5,2,30,1,8,private,2,general,6,,1,20000,1,1
691,R_3sBnpaOS6JYIpI0,EN,14,Mumbai,4,3,3,3,4,4,3,4,1,6,5,2,6,2,2,6,2,7,3,4,3,4,6,3,3,5,1,4,5,4,4,5,6,6,4,3,5,6,4,4,6,3,6,3,5,3,3,5,2,4,5,1,3,3,7,25,1,8,self,2,general,4,,1,80000,1,1
2184,R_4SImrnempfemh6F,EN,32,New Delhi,4,4,6,3,7,6,2,6,4,7,5,5,7,1,4,2,4,6,4,4,1,4,5,4,5,3,2,1,5,4,6,2,6,7,5,2,4,7,6,5,5,3,5,2,6,2,4,4,3,3,7,3,5,2,6,20,1,6,student,1,general,6,,1,12000,0,1
1031,R_pSCuGffKXmGsXbr,EN,14,Mumbai,3,2,2,5,5,2,4,2,3,3,3,2,4,3,2,4,4,4,4,5,4,3,5,3,3,3,4,6,1,2,3,3,2,3,2,5,5,4,5,5,5,3,3,3,6,5,6,5,2,2,6,6,3,2,7,58,1,7,self,2,general,5,,1,30000,1,1
1613,R_rdRKAxPE2zebfPP,EN,14,Mumbai,7,2,5,3,7,6,2,7,7,2,5,5,4,6,7,6,4,5,4,7,2,6,5,2,4,5,7,3,6,7,4,7,7,7,7,7,2,1,2,4,5,5,4,4,6,2,2,4,7,3,7,4,1,3,3,23,1,8,self,1,general,6,,1,30000,1,0
1331,R_12eV0LVSmdTxHSa,HI,14,नागपूर,3,4,3,2,4,2,3,4,2,5,5,1,5,2,3,4,1,5,1,2,2,2,4,7,5,2,1,6,4,4,5,5,1,2,3,1,2,6,5,4,4,5,4,5,4,4,2,3,2,6,3,5,2,0,6,21,1,6,student,1,st,4,,2,100000,0,1
1422,R_2EGkAHdShxC22K2,EN,14,Palghar,3,4,2,3,4,5,7,3,3,5,3,5,2,4,5,6,2,2,5,4,2,3,5,2,3,4,3,2,3,2,5,3,6,5,5,2,2,4,5,5,5,3,5,3,5,4,1,6,1,4,2,4,6,1,5,20,1,6,student,1,obc,2,,1,5000,1,1
1626,R_e4F97ueBEfqivhD,EN,14,new panvel,3,3,3,3,6,6,6,6,2,3,4,5,5,6,2,5,6,5,5,3,5,5,6,3,6,5,3,3,3,2,3,3,6,6,6,3,3,3,6,5,5,6,7,5,5,6,6,5,5,3,5,2,3,2,7,58,1,4,private,4,general,6,,1,35000,0,0
1208,R_1lxYOvdNdTppjkJ,EN,14,MUMBAI,5,6,3,2,7,4,2,6,2,4,2,2,4,2,3,3,1,6,3,6,2,3,3,4,6,2,2,2,3,5,6,2,4,4,2,2,4,2,6,6,6,2,6,1,5,2,5,5,4,2,5,3,2,2,6,57,2,7,private,2,general,7,,1,30000,1,1
566,R_2WJwy4S2isd0b7h,EN,14,Mumbai,6,5,3,4,7,6,6,3,4,6,6,5,5,6,5,5,5,4,6,5,6,5,7,6,6,5,6,2,4,4,6,6,6,7,6,5,6,2,6,6,3,6,7,6,4,6,7,6,5,7,5,5,7,1,5,23,1,7,private,1,general,6,,2,35000,1,0
848,R_1N85YuWq8Do0TAf,EN,14,Pune,4,5,5,4,6,2,3,4,2,4,3,3,3,3,3,4,4,4,3,4,4,3,5,5,5,2,3,5,3,5,5,3,4,3,4,4,2,4,5,5,3,4,2,3,3,4,5,3,4,4,5,4,3,1,4,53,1,7,private,2,general,7,150000,1,25000,1,2
1653,R_sZFw474U2jrU8y5,HI,32,Delhi,7,4,4,1,7,7,7,2,1,3,7,3,7,3,4,1,7,4,7,1,1,4,4,7,7,4,1,4,1,4,3,7,1,4,7,7,1,4,5,7,2,4,5,4,4,5,1,1,4,6,4,6,2,0,2,29,2,7,private,1,obc,2,,2,15000,0,1
783,R_2ZDEG1QbV3rxZRn,HI,32,New Delhi,2,2,2,5,3,2,6,2,4,2,3,2,5,3,5,3,6,2,6,2,2,5,2,5,3,2,3,5,2,5,2,6,3,6,5,3,3,2,5,2,4,5,5,5,4,5,3,2,6,6,6,2,5,2,4,28,1,7,unemploy,2,sc,1,,2,500,0,1
1151,R_3MMrFeUbLV3JStz,EN,14,mumbai,4,5,6,3,7,6,3,5,4,6,7,6,7,2,6,5,2,7,2,7,4,4,4,6,6,2,2,3,1,6,6,5,2,7,4,6,3,2,4,5,6,3,3,5,2,7,5,3,3,3,5,3,4,2,5,39,1,8,private,2,general,3,,1,35000,1,1
16863,R_1QFRf9dk7QGUNVm,EN,14,Pune,5,5,7,4,2,7,7,2,3,4,4,6,6,3,5,2,2,1,5,4,3,1,5,4,1,3,3,2,2,4,4,2,5,6,2,4,6,7,3,5,2,5,6,5,3,2,1,3,4,6,4,7,2,2,6,32,1,8,self,2,obc,6,,1,45000,2,3
1392,R_2bHHUGhwFQv0MJL,EN,14,Mumbai,7,6,7,1,6,7,6,7,1,2,6,7,6,1,7,7,2,7,7,2,7,2,6,7,6,6,7,2,7,7,7,2,6,6,1,7,1,1,7,7,6,1,7,2,7,2,7,1,7,2,7,7,6,2,6,39,2,8,self,2,general,5,,1,20000,1,2
503,R_xsVOeR0Bi69r9T3,EN,14,Mumbai,3,3,4,4,5,3,5,6,4,3,5,2,2,4,2,3,2,4,4,2,7,5,3,6,2,2,2,2,6,4,3,5,5,3,5,2,5,2,3,6,3,5,2,6,4,2,4,5,5,6,4,5,5,2,6,38,1,8,private,2,general,6,,1,18000,1,1
1245,R_wUfJyvUOZXOJjDr,EN,14,Mumbai,3,5,4,4,7,4,2,6,3,6,6,2,4,2,4,4,5,5,4,6,1,5,6,3,5,3,3,2,2,3,4,5,2,7,1,5,3,5,6,6,5,2,2,1,6,2,6,5,1,2,6,7,5,2,6,30,2,8,self,2,general,5,,1,10000,1,2
1052,R_2DSydThAIAQjkhW,EN,32,Delhi,5,4,4,4,5,4,3,4,3,2,2,3,3,2,2,4,3,2,4,2,2,3,3,2,2,2,3,5,2,5,3,4,3,3,2,2,3,3,5,5,6,2,6,5,5,3,5,6,6,5,6,5,4,1,5,41,1,6,self,2,general,6,,1,25000,1,1
1316,R_2SC7B1yLuk5m2C8,EN,14,Mumbai,7,6,7,1,7,7,2,7,6,2,7,6,7,2,7,7,1,7,7,6,6,1,7,7,7,2,1,2,7,7,7,7,7,7,1,7,1,2,7,7,7,2,7,2,7,6,6,2,6,2,7,2,2,4,7,39,2,8,self,2,general,6,,1,20000,1,1
894,R_VOIgYKZ6wIEUgJb,EN,14,Mumbai,3,4,4,4,7,7,5,7,4,2,7,4,6,4,4,4,4,7,2,2,2,4,3,7,5,2,2,3,3,5,4,5,7,5,2,4,6,4,6,5,5,2,7,2,5,4,6,3,7,4,6,4,4,2,4,26,2,8,gov,2,general,7,2500000,1,25000,1,2
2141,R_1mntyVpe3eq2DJp,EN,14,PUNE,2,7,5,6,2,6,6,2,2,2,1,3,2,2,2,2,2,4,3,6,2,2,1,2,2,2,2,2,3,2,2,6,2,2,5,2,3,5,3,4,5,3,2,3,2,2,6,6,5,6,5,2,2,2,7,31,1,8,private,2,general,7,,1,18000,1,2
1313,R_3qC27b3qQALhMtO,EN,14,Mumbai,6,6,4,3,6,4,3,6,6,4,3,3,5,4,4,5,2,5,3,3,6,2,5,4,4,6,1,3,5,5,2,5,6,5,5,4,4,5,3,4,3,3,4,2,4,4,2,6,4,3,3,2,1,2,6,26,2,9,self,2,general,5,,1,30000,0,2
629,R_DjE0kKTZIL4PAaJ,EN,14,Mumbai,5,6,7,3,7,7,6,6,6,6,5,4,5,5,4,5,5,6,5,5,7,5,6,5,5,5,6,3,6,6,6,4,4,6,6,4,4,5,5,4,7,5,5,3,5,5,5,5,6,5,5,6,6,4,7,32,1,6,private,1,general,4,,1,15000,0,0
1364,R_SC4oDP7Ycvy55WV,HI,14,मुंबई ,2,3,2,2,7,5,2,3,6,3,2,2,2,2,2,2,1,3,1,3,1,2,1,6,2,2,1,1,1,2,1,1,4,4,3,3,1,2,3,3,3,4,3,2,1,4,7,3,6,4,5,2,2,2,3,46,1,7,private,2,general,6,,2,30000,2,2
1374,R_3PHMEt5sS9v2glg,EN,14,Mumbai,2,6,6,1,4,6,2,6,2,4,2,4,4,6,4,2,4,6,2,3,6,6,4,1,1,4,2,4,6,2,4,4,4,6,2,6,2,4,5,5,2,4,3,2,6,4,7,5,7,7,7,5,6,0,6,38,1,7,self,2,general,6,,1,2000000,1,1
558,R_4UBL815TypkK9HP,EN,14,PUNE,5,7,7,2,5,2,2,7,5,6,6,6,3,2,4,5,2,7,4,6,3,2,6,7,7,2,1,5,3,6,6,2,2,3,3,3,5,6,5,7,7,3,3,1,5,6,7,2,6,2,6,6,6,2,6,66,2,8,housewife,2,general,6,,1,65000,2,0
656,R_24123Kyfu48pg4d,EN,14,kalyan,5,5,5,3,6,5,3,5,6,6,4,5,3,4,3,2,4,7,4,3,2,4,4,2,3,4,3,4,3,3,5,3,2,6,6,4,3,4,5,4,2,3,3,4,4,3,5,4,5,3,5,4,4,2,4,23,2,6,student,1,general,6,,1,20000,0,1
893,R_1ewR02IHQWYJNza,EN,14,Amravati ,3,4,3,4,5,4,5,5,2,3,4,6,4,5,5,6,2,7,4,7,3,4,4,4,4,4,3,2,3,5,6,5,3,6,5,4,6,4,3,2,5,5,2,7,5,2,6,6,7,4,7,5,3,4,7,46,1,8,private,2,sc,7,90000,1,30000,1,1
1126,R_1EWIl6OW0qGuwEM,EN,14,Nagpur,2,2,2,2,3,2,3,3,2,1,2,3,5,3,2,3,4,6,5,3,4,3,2,2,3,2,3,3,4,2,3,2,3,5,4,2,2,3,5,4,5,3,6,4,5,4,6,3,6,5,4,3,2,1,7,65,1,7,retire,2,general,2,,1,12000,0,1
1076,R_2QExq489HenL1AE,EN,14,Mumbai,6,6,6,3,6,7,3,7,1,7,6,1,6,1,7,1,1,7,1,7,6,2,6,6,6,2,1,5,6,7,4,1,7,7,1,2,1,6,6,6,6,2,4,2,7,6,5,3,7,2,6,4,3,2,7,36,2,7,private,1,general,6,,1,40000,1,1
3459,R_3R8cjvNElIhtd7Y,EN,32,Delhi,4,3,2,3,5,5,6,4,4,5,6,5,6,2,5,5,4,5,5,6,2,3,5,2,3,4,2,5,6,5,2,5,4,3,3,3,4,6,7,3,5,1,3,3,2,5,6,2,4,3,7,3,5,2,5,46,2,8,self,2,general,6,,1,40000,1,1
1720,R_2dFQTBKr2HvcC7R,EN,32,Delhi,7,7,7,2,7,7,2,7,6,7,7,7,7,1,7,2,1,7,7,6,7,2,2,7,7,7,2,1,1,7,6,7,7,6,1,7,1,7,7,7,7,2,7,2,7,6,6,2,6,2,6,6,2,5,2,29,1,8,self,2,general,6,,1,500000,3,1
503,R_0ILUP6RfY87hdIJ,EN,14,mumbai,4,6,5,4,4,4,5,6,2,5,4,3,5,5,5,4,3,5,4,4,4,4,4,5,5,6,2,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,3,7,3,6,6,5,5,6,2,6,36,2,8,self,2,general,6,,1,10000,2,2
1291,R_2TtmpxqrNwKPwRD,EN,32,New delhi,6,5,5,4,6,6,4,6,6,6,4,5,4,3,5,4,5,7,6,2,6,6,4,6,5,5,2,4,4,3,4,3,6,6,7,6,6,2,5,5,5,4,5,5,5,7,5,4,6,5,7,7,6,2,6,22,2,7,student,1,general,2,,2,18000,0,0
1375,R_3ESiIFdkdNJ9Uu4,EN,32,New delhi,6,6,6,2,7,6,1,6,6,4,6,2,6,6,7,6,3,7,5,6,5,2,6,6,6,6,6,6,6,7,6,3,6,6,6,7,6,6,7,7,6,6,7,7,7,6,7,2,6,2,7,6,6,3,2,39,2,8,self,2,obc,4,,1,35000,1,2
1932,R_2sYeliHHnKZ9Ihz,EN,14,Mumbai,2,3,2,6,7,6,4,6,6,2,3,3,4,4,2,5,4,6,4,2,4,3,5,2,4,3,5,4,2,3,2,2,3,6,2,4,4,4,6,5,5,3,6,3,6,3,5,6,6,2,6,1,1,3,6,50,2,7,self,1,none,2,,2,10000,0,0
1907,R_2afMGoz48TK6kpu,EN,14,mumbai,6,5,5,3,7,7,2,7,7,7,7,7,7,3,7,7,1,7,7,7,1,5,7,7,7,7,1,6,1,4,7,1,7,7,5,6,1,7,3,3,3,3,7,3,7,7,1,1,5,1,5,5,7,1,5,35,2,8,self,2,general,7,1500000,1,75000,3,2
1365,R_2aUIqaYhwcC0Qii,EN,32,Jahagirpuri,7,7,6,1,2,7,1,7,7,5,4,7,7,2,7,3,7,7,1,4,7,1,6,4,2,1,1,1,4,7,7,1,7,7,1,7,1,1,7,7,7,1,7,1,7,7,7,1,7,1,7,7,1,5,6,40,1,8,private,2,sc,7,3600000,1,80000,1,2
1896,R_1QPzjKTLL1dAKsx,HI,14,Aurgabad,3,2,4,3,2,3,5,2,2,2,3,3,3,4,4,4,5,5,4,5,5,5,4,2,5,3,4,4,3,3,2,7,6,6,3,5,6,4,3,4,3,3,6,4,3,3,2,3,5,6,3,2,1,0,3,27,2,8,housewife,2,st,2,,1,25000,0,2
817,R_dg24DpyqVYyE3Ad,EN,14,Khopoli,2,3,2,4,2,7,4,4,2,4,4,3,5,4,5,3,3,3,2,2,4,4,4,2,4,3,5,2,3,2,2,2,4,4,4,4,3,3,3,3,1,2,2,4,3,4,5,5,4,6,4,4,6,0,6,25,1,7,private,1,obc,5,,1,4000,0,1
798,R_3egjG66oeciHZTk,EN,14,Mumbai,3,6,6,4,7,7,4,7,4,2,5,2,5,3,3,3,2,6,4,4,2,3,4,7,4,2,2,2,2,6,4,4,7,7,3,4,5,4,6,7,6,2,7,3,7,4,7,3,7,3,7,4,5,3,3,25,2,8,gov,2,general,7,2300000,1,20000,1,1
2926,R_smROdAbXC3FRTgJ,EN,32,New Delhi,6,6,6,2,6,3,2,6,2,6,2,2,3,2,4,2,1,6,2,7,3,6,3,6,6,6,1,2,3,3,2,3,3,5,3,2,1,7,6,6,6,3,3,3,5,3,6,5,2,5,3,1,1,2,6,27,1,8,private,2,sc,7,,1,30000,1,1
6529,R_3iKHeKa7GdJVFRM,EN,14,MUMBAI,6,2,4,5,2,7,4,2,2,6,2,7,7,2,6,7,6,6,2,4,2,2,6,7,6,4,2,2,2,4,6,7,4,7,2,4,2,6,3,2,2,7,2,7,6,1,1,6,1,7,2,1,1,1,2,49,2,8,housewife,2,obc,1,,2,12000,0,0
1286,R_3ManXYZ1e0mydWv,EN,14,India,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,6,7,2,7,7,7,7,7,1,7,7,7,2,7,2,7,25,2,5,self,1,general,3,,2,40000,1,1
